ORF	5m	15m	30m	4h
CAGL0C02233g	-0.19110816	1.111750515	1.729450429	-0.357087641
CAGL0C02255g	0.082960667	-0.408884669	0.132418557	1.248162826
CAGL0C02321g	2.020367425	4.371099808	2.874413431	0.205703479
CAGL0C02365g	1.233772964	2.022992468	1.632091448	0
CAGL0C02475g	-0.016241012	0.002535551	-0.87515881	3.001346483
CAGL0C02497g	-0.230723453	-0.15858743	-1.275955546	-0.502436461
CAGL0C02519g	-0.100638702	0.506423443	-0.912380661	2.557739054
CAGL0C02607g	-0.11594142	-0.277488031	0.28030069	-2.825888006
CAGL0C02629g	-0.176949458	-0.127153895	-0.79511179	-2.717294001
CAGL0C02651g	0.027749046	-0.510832623	1.394319884	0.872893635
CAGL0C02761g	-0.17247393	-0.12532382	-0.177880544	1.605384339
CAGL0C02805g	0.201754846	-0.021600378	-0.026263889	1.305114174
CAGL0C02827g	0.001577561	-0.313419054	-0.50415041	-2.239278041
CAGL0C02849g	0.040826989	0.011527155	-0.088331584	1.59184487
CAGL0C02871g	-0.400805725	-0.809992467	0.873475879	2.083712955
CAGL0C02937g	-0.204204501	-0.719747242	-0.917099153	1.469507254
CAGL0C02959g	0.091221567	0.256424684	0.858984976	-1.469530509
CAGL0C02981g	0.061538944	-0.069047575	-0.717970419	3.413070584
CAGL0C03003g	0.057173201	-0.069907765	-1.242763128	0.90995289
CAGL0C03025g	-0.207633012	-0.438885947	-0.767683025	1.216787551
CAGL0C03047g	0.331223094	0.201599409	-0.030922979	2.894463992
CAGL0C03135g	0.007939954	-1.028904171	-1.098646145	0.594062395
CAGL0C03201g	0.016087662	-0.099422199	0.335438228	-1.532890372
CAGL0C03223g	0.308025416	1.945426224	-1.680388725	-4.499663279
CAGL0C03311g	0.068330722	0.018633043	1.700232103	0.19044413
CAGL0C03333g	-0.564307251	0.094918167	1.086116748	0.240347258
CAGL0C03369	0.016238501	-0.768894375	-3.275690469	0
CAGL0C03421g	0.132457763	0.107057297	0.110292445	1.284664852
CAGL0C03443g	0.121437953	0.284194236	0.956475716	1.676947194
CAGL0C03465g	-0.093870622	0.222720416	0.734139958	-1.445472089
CAGL0C03509g	0.120931726	0.638102511	0.915460558	-1.794580126
CAGL0C03553g	0.310697137	0.651880635	-0.005190997	-3.135182023
CAGL0C03575g	0.429053041	0.32792358	-0.036626552	-1.809371841
CAGL0C03652g	0.137738566	-0.457727423	-0.986128152	2.590574718
CAGL0C03674g	-0.047080055	-0.148710869	1.369637443	-0.323375791
CAGL0C03740g	0.533818743	6.049352538	4.348287709	0.129850091
CAGL0C03784g	-0.281007637	-0.447114113	-1.024311482	-0.050647178
CAGL0C03828g	0.183685049	0.152366153	0.232492627	1.076760194
CAGL0C03872g	0.527176491	0.649016957	0.005154867	-3.947343883
CAGL0C03916g	-0.106935322	-0.165919811	0.788036689	-1.145550715
CAGL0C03982g	-0.361605527	-0.959519283	0.484061252	-1.108932123
CAGL0C04004g	-0.060027782	0.315971377	0.567647272	-3.19055495
CAGL0C04026g	-0.06982017	0.26657457	0.96147795	1.041668511
CAGL0C04114g	-0.329960408	-0.970201654	-1.015019825	0.453706319
CAGL0C04169g	-0.154264939	-0.969183027	-1.088731503	-0.714653184
CAGL0C04213g	-0.601199884	-0.405281327	0.618066749	-1.331324544
CAGL0C04367g	0.032746381	-0.049326924	-0.0386596	-1.069540964
CAGL0C04477g	0.124283119	-0.121298183	-0.057447744	-1.315340612
CAGL0C04565g	-0.131398797	-0.451342597	-2.35794667	-2.670935774
CAGL0C04609g	-0.029724759	0.587925241	2.176087058	0.810855466
CAGL0C04697g	-0.094574946	-0.699600385	0.663794696	1.42671879
CAGL0C04719g	0.088916083	1.007241071	2.134881629	-0.035130823
CAGL0C04785g	0.345841831	0.642807855	0.248524627	-1.661797748
CAGL0C04807g	-0.085721596	-0.870253989	0.504349573	1.101821029
CAGL0C04873g	0.054225272	0.801765084	0.633288586	3.188311708
CAGL0C04917g	0.185046916	-0.15007187	-0.906201457	2.758964341
CAGL0C04939g	-0.266660883	-0.636272131	-0.728455297	1.52665645
CAGL0C04961g	0.487523147	0.597180921	0.575085716	1.224158078
CAGL0C05093g	-0.060418983	-0.096229531	0.217842137	-1.781441971
CAGL0C05115g	0.55544094	0.154553934	-0.768114401	1.131084774
CAGL0C05137g	-0.106209968	-0.001732027	0.106985448	-2.762114016
CAGL0C05203g	0.000798511	0.002053124	0.285438043	2.002099189
CAGL0C05247g	-0.048126203	0.037199942	0.811298525	2.068206369
CAGL0C05313g	0	-0.488246987	-0.851811994	4.690390317
CAGL0C05335g	0.42907196	0.229775718	0.423069967	1.098505062
CAGL0C05357g	-0.130640819	-0.14902201	-0.028781161	1.037711215
CAGL0C05467g	-0.686805891	0.167382904	-1.357551485	-0.746362044
CAGL0C05533g	-0.041255074	0.304533414	1.653989496	-0.820156864
CAGL0C05555g	0.185478211	0.279338259	1.583661345	-0.173088629
CAGL0C05577g	-0.188602018	0.082399287	-0.174908828	-2.331324545
CAGL0C05599g	0.119406089	-0.758563047	-0.68688541	1.921573499
CAGL0C05621g	1.138238275	1.496860289	-0.619493938	0
CAGL0C05643g	0.337762078	1.349243384	1.83474488	0.196152461
CAGL0C05665g	-0.023059793	0.596138207	1.672606503	0
CAGL0D00121g	0.417757511	0.209363776	1.197699001	0
CAGL0D00132g	0.581087492	0.61629104	1.294867529	0
CAGL0D00154g	-0.061520882	-0.853392399	-0.159686014	-5.761074395
CAGL0D00220g	-0.551256589	-1.384000753	-5.071911444	-0.494823277
CAGL0D00264g	-0.412626395	-0.57248182	0.817078406	-1.11982044
CAGL0D00286g	-0.027131762	-0.106356887	-1.074805838	-1.158965835
CAGL0D00374g	0.745322425	0.021067592	-1.103069259	-0.477175411
CAGL0D00418g	0.292732516	0.340038958	0.024727741	-4.62389689
CAGL0D00462g	0.11888544	-0.413564074	-0.699371864	-1.775601104
CAGL0D00484g	0.013352761	-0.120851937	-0.86233295	-2.739372326
CAGL0D00506g	-0.016312604	-0.420334721	-0.610390247	-1.099151102
CAGL0D00594g	0.07478938	-0.115118908	0.511234763	-1.525133483
CAGL0D00616g	-0.029555827	-0.359211087	-0.121716365	4.507613957
CAGL0D00682g	-0.143276338	-1.240736593	-2.143614199	-0.104409565
CAGL0D00748g	0.045011702	0.175015607	-0.028924617	-3.596744631
CAGL0D00792g	-0.038330916	-0.004741371	0.806020852	-1.372123267
CAGL0D00924g	0.160684643	-0.078792693	-0.040323306	1.776773143
CAGL0D00946g	-0.01790926	0.334494855	0.390763463	-3.029497655
CAGL0D00990g	-0.205245628	0.987181092	1.59829677	-0.062345329
CAGL0D01012g	-0.200113699	-0.878987235	-0.673235565	4.435977128
CAGL0D01034g	-0.068211882	-0.231346005	-0.752458349	6.504425124
CAGL0D01078g	0.004474495	-0.150491804	-0.521765415	2.859545586
CAGL0D01144g	0.037511115	-0.242732299	1.089666017	0.815516843
CAGL0D01188g	0.656263228	0.805106118	1.188250955	1.023160197
CAGL0D01254g	0.14664654	0.353170675	0.281726816	-2.620831161
CAGL0D01364g	-0.024151659	-0.282324341	-0.566620446	1.648824219
CAGL0D01452g	-0.079385404	0.019166888	0.315548064	-1.507400968
CAGL0D01474g	-0.092429267	1.318936707	2.714649081	-0.37863026
CAGL0D01518g	0.322231068	0.959721482	1.356424024	-0.294373409
CAGL0D01562g	0.007022042	-0.189201633	-0.969756828	-1.55646798
CAGL0D01584g	-0.34611143	-0.44008266	0.323786984	-1.083397032
CAGL0D01738g	-0.027812196	0.112547028	-0.029115847	1.150514974
CAGL0D01892g	0.098381371	0.20855238	0.332711015	-4.882980018
CAGL0D01936g	0.58489261	0.776428787	0.978799434	-2.237348397
CAGL0D01958g	-0.081740669	0.383497735	-0.22150895	-3.088245522
CAGL0D02002g	0.047638893	-0.459347441	-1.253419724	0.042133851
CAGL0D02068g	-0.067740981	-0.028697142	0.363048942	1.356839593
CAGL0D02090g	-0.092453423	-0.114659618	-0.881019034	4.650545081
CAGL0D02112g	0.047973289	1.104666587	2.053255369	0.424154347
CAGL0D02156g	0.07021829	0.043685129	0.053442265	-2.026685339
CAGL0D02178g	0.051547358	0.116587147	-0.185092553	-2.074182358
CAGL0D02200g	-0.153579428	-0.606163465	-0.456344442	1.18148817
CAGL0D02288g	-0.009760531	-0.393075839	-0.635739757	1.985562095
CAGL0D02310g	0.373414164	-0.242488537	0.635796373	1.493539027
CAGL0D02332g	0.047359788	-0.142927727	-0.213192663	1.10137795
CAGL0D02354g	-0.298813723	-0.652696544	-1.41854486	0.588056995
CAGL0D02376g	-0.379731088	-0.771756355	-0.671077439	-1.455987118
CAGL0D02420g	-0.628377776	-0.342724866	0.789171845	-1.445702566
CAGL0D02464g	0.365774755	0.216927987	1.261889674	0.362572328
CAGL0D02552g	-0.050174617	0.072166016	0.298091075	-2.068290139
CAGL0D02574g	0.056533007	-0.25124484	0.964874937	-1.86613037
CAGL0D02618g	0.086679199	0.171180061	0.656165269	-1.567823912
CAGL0D02662g	2.152366003	0.173856576	-0.766980779	0
CAGL0D02706g	-0.136741605	-0.907711152	-3.248582825	0.504837226
CAGL0D02794g	0.283311748	-0.563634437	0.118837202	1.911039692
CAGL0D02816g	0.012143841	-1.194849059	-2.248519527	0.706810584
CAGL0D02904g	-0.14283045	-0.664438347	-1.893161364	0.897494146
CAGL0D02926g	-0.032639565	-0.03275873	0.394623852	2.080628364
CAGL0D02970g	-0.297055762	-0.843903401	-1.991609553	0.410142442
CAGL0D02992g	-0.078151447	-0.161778408	-0.592544919	1.355461807
CAGL0D03014g	-0.034904652	-0.189069857	-0.488883703	2.23466192
CAGL0D03080g	-0.166815381	-0.758009544	-0.98630602	2.189995461
CAGL0D03146g	0.071536913	-0.083452255	-0.90458466	2.497945154
CAGL0D03168g	-0.144425848	-0.296958195	-0.32865482	-1.551940855
CAGL0D03190g	-0.017159942	-0.322022535	-1.59399219	-0.383730969
CAGL0D03212g	-0.035590537	0.110678223	0.007985594	-2.29669091
CAGL0D03256g	-0.191837202	0.008909785	-0.790665003	3.204728356
CAGL0D03278g	-0.002506139	0.472556214	-0.299713575	3.564839644
CAGL0D03322g	0.391923839	0.610416573	-0.189945455	3.385520278
CAGL0D03344g	0.35424829	0.340468039	1.160339954	0.868668492
CAGL0D03410g	-0.411275988	-1.035560144	-2.463124541	0.137789627
CAGL0D03432g	0.089591984	0.677124347	2.194322852	1.109966616
CAGL0D03454g	-0.15907105	-0.309842267	-1.557267915	0.914691482
CAGL0D03498g	-0.008660502	0.060023759	0.351293397	-1.001024888
CAGL0D03520g	-0.019934091	-0.1863042	1.004513255	-0.366725833
CAGL0D03542g	0.025887944	-0.571132312	1.288036724	0.16382067
CAGL0D03608g	-0.735443061	-0.737850773	1.618723475	-0.871892926
CAGL0D03696g	0.061006697	0.122467039	0.24682355	-1.375028023
CAGL0D03762g	-0.26057394	0	1.102488415	0.476030378
CAGL0D03784g	0.265498456	0.496523472	1.048775995	1.476030377
CAGL0D03806g	-0.000809249	-0.361200605	0.672811607	1.120802273
CAGL0D03850g	0.031564488	-0.240468648	-0.097269741	1.003094494
CAGL0D03872g	0.349129361	0.482997851	0.26614153	-1.082740714
CAGL0D03916g	-0.015013254	-0.616499954	-1.504066982	0.112190655
CAGL0D03938g	-0.258566449	-0.946698833	-0.301615082	-2.491341322
CAGL0D03960g	0.15104291	-0.320003861	-0.76348615	3.334011373
CAGL0D04004g	0.271439929	0.973344245	1.058159265	1.007837314
CAGL0D04048g	-0.076152561	0.148490342	0.256519678	-1.928175123
CAGL0D04070g	-0.043019424	-0.340975244	1.271573038	0.719467346
CAGL0D04092g	0.291763325	0.827981301	0.937267919	-1.310516082
CAGL0D04114g	0.035990833	0.063295639	-0.424974028	3.280223618
CAGL0D04268g	-0.24315136	-0.069851939	0.188586404	1.316133882
CAGL0D04290g	0.291593033	0.315429719	-0.490662399	3.659401827
CAGL0D04422g	-0.349861817	1.012450965	0.163401887	1.719301529
CAGL0D04620g	0.295996824	-0.938542382	-1.386150945	0.495619206
CAGL0D04686g	0.339137812	0.954585767	0.638701335	-2.613724275
CAGL0D04774g	-0.133728351	-0.256403	-0.660159526	-1.539911167
CAGL0D04840g	0.390416702	0.830641252	1.431099022	1.173148038
CAGL0D04862g	-0.175661581	-0.410164687	-0.441545201	1.756138296
CAGL0D04928g	-0.268915873	-0.117034073	-0.206445605	2.621147085
CAGL0D05082g	-0.128687533	0.074991536	2.592895197	-0.31812133
CAGL0D05104g	0.717883767	-0.048411488	-0.162255495	-1.679247848
CAGL0D05148g	-0.009828163	0.481133408	1.000867243	0.327048636
CAGL0D05192g	-0.141627848	-0.827588336	-0.996959239	-3.243308307
CAGL0D05214g	-0.294804256	-0.388539828	-0.142899769	1.799268756
CAGL0D05280g	-0.098033576	0.68008175	0.99659722	2.993687731
CAGL0D05302g	-0.040597026	0.290384655	0.998054619	-1.694294717
CAGL0D05368g	-0.031664772	0.664905029	0.127579674	1.198496402
CAGL0D05412g	-0.085844864	-0.666945276	0.369134895	1.232804453
CAGL0D05478g	-0.109678725	-0.214542826	0.116230107	-1.933464683
CAGL0D05544g	-0.001885305	-0.63706527	-0.650790104	-1.967180673
CAGL0D05566g	0.129689677	0.841079397	-0.365158546	1.399877427
CAGL0D05588g	-0.366519055	-0.974884885	-3.527952706	-0.009396449
CAGL0D05610g	-0.155294384	-0.051977538	-0.345252583	-1.250404549
CAGL0D05654g	-0.013176978	0.29160255	0.151079569	-2.331324544
CAGL0D05720g	-0.240098773	-0.443952139	-0.638930265	2.074667815
CAGL0D05742g	-0.047183117	-0.141723681	-0.10795586	2.422104953
CAGL0D05786g	-0.299362343	-0.866773811	-0.907269599	2.337954242
CAGL0D05808g	-0.049356725	-0.063878909	0.520368869	-2.751507537
CAGL0D05874g	-0.210269933	-0.823936291	-3.175147909	0.42658431
CAGL0D06028g	0.577400625	0.072906683	-0.00011317	1.630607414
CAGL0D06050g	-0.258564984	-0.854586295	-0.201499738	1.767409409
CAGL0D06094g	-0.303284265	-1.049593412	-2.49611808	-0.974631032
CAGL0D06138g	0.127638587	0.260619898	1.558661117	0.316167166
CAGL0D06160g	0.286634584	0.170702927	-0.731209482	3.797510361
CAGL0D06182g	-0.100943521	-0.11630418	-0.479447534	1.964292274
CAGL0D06226g	-0.671831411	-0.32602537	-0.086164214	-1.932775168
CAGL0D06292g	0.133887576	0.407633613	1.038497704	-0.345952543
CAGL0D06314g	0	-0.270506249	-0.343419012	1.695901431
CAGL0D06380g	-0.320216816	-0.325879095	0.060405856	-1.746362044
CAGL0D06402g	0.186937622	1.150072087	2.997002936	0.099668603
CAGL0D06446g	0.112511655	0.125823024	-0.030671321	2.651724392
CAGL0D06468g	-0.003619478	0.409159159	0.462470444	-1.01446744
CAGL0D06512g	-0.65286179	-0.144098028	0.439481212	-3.093061473
CAGL0D06534g	0.656837472	0.47988407	-0.472984336	-1.331324544
CAGL0D06556g	0.013713322	0.05201014	-0.603369827	-2.251186473
CAGL0D06666g	0.336090548	-0.540527256	-0.426913803	-1.59435895
CAGL0D06732g	-0.156591578	1.63714579	2.018943499	0
CAGL0D06754g	-0.143700798	0.353656879	1.55999895	0
CAGL0E00187g	0.176959561	0.244243954	0.866331537	-1.243861703
CAGL0E00209g	-0.370623759	-1.209193493	0.058894298	0
CAGL0E00231g	0.143463066	-0.015823557	0.5458289	-2.559370337
CAGL0E00253g	0.198500219	-1.121122404	0.30083965	0
CAGL0E00275g	0.160118729	0.307104148	-0.083367373	-2.140025892
CAGL0E00363g	0.598628161	0.316550532	-1.502185557	0.238531064
CAGL0E00451g	-0.164012242	-0.462505041	-0.376047879	1.733828136
CAGL0E00473g	-0.064805533	-0.628863381	-0.896757115	2.908989785
CAGL0E00495g	0.022680509	-0.113448017	-0.470526583	1.462965129
CAGL0E00517g	-0.464989726	-0.7365304	-3.091741976	0
CAGL0E00539g	-0.048098148	0.065717668	0.158897091	1.243584292
CAGL0E00605g	0.445671279	0.590095466	0.981104298	1.038996205
CAGL0E00627g	0.411819078	0.561356682	0.521930438	1.471114887
CAGL0E00649g	0.42081574	-1.038975375	2.040862965	-1.342747368
CAGL0E00693g	0.206085183	0.294229728	0.255004753	1.07578988
CAGL0E00759g	-0.091077	0.544019747	0.49824536	-1.397145667
CAGL0E00847g	0.043210519	-0.065419831	-0.123564591	1.392383855
CAGL0E00869g	0.008349254	0.051619123	-0.258059976	3.312531645
CAGL0E00891g	0.519164162	0.992986699	1.418977332	-0.652390041
CAGL0E00913g	0.033521777	0.07035176	0.147805641	-1.382043325
CAGL0E00957g	-0.066714159	-0.099712742	0.850476922	-1.715538303
CAGL0E00979g	0.005819636	-0.751777268	-2.962751024	-1.077123385
CAGL0E01023g	0.234335984	-0.133470826	-0.044042446	-2.381365227
CAGL0E01067g	-0.036667271	-0.58764128	-2.412893037	-0.544403215
CAGL0E01111g	0.065613589	-0.361414001	-0.294978023	2.460993466
CAGL0E01155g	-0.363091543	-0.57689515	-1.70999072	-0.550811235
CAGL0E01177g	0.005691328	0.200780322	0.927303877	-1.583668312
CAGL0E01243g	0.136345112	1.913783137	1.434998848	0.588277103
CAGL0E01265g	-0.033536814	-0.138168651	-0.449488033	-1.201226145
CAGL0E01331g	0.289941204	-0.457007133	-1.463699182	0.312094399
CAGL0E01353g	0.509126149	0.76993853	0.194566851	1.663361656
CAGL0E01419g	-0.110769973	0.281618065	1.78194496	1.22633061
CAGL0E01529g	0.034981537	1.523179023	0.722706884	4.108298593
CAGL0E01617g	0.015062827	-0.026356138	-0.531144435	-1.261176854
CAGL0E01639g	0.194837447	0.821471539	1.806368881	-0.79151408
CAGL0E01661g	-0.233366352	0.22371255	1.216044655	-0.313494292
CAGL0E01705g	-0.745675764	-1.102945245	-0.055404409	-0.362175407
CAGL0E01749g	-0.578550156	-0.485479703	-0.077482736	1.689226678
CAGL0E01771g	0.239273356	1.769668535	0.751604366	0.147906017
CAGL0E01793g	-0.037810236	1.154726504	2.305714137	0.614728745
CAGL0E01859g	0.125738239	0.144968309	0.967480701	-3.162927013
CAGL0E01947g	0.084315912	-0.137296324	-1.518542765	0.235075505
CAGL0E01969g	-0.009975034	0.462187697	1.546933011	-0.860702912
CAGL0E01991g	0.14413549	-0.074272479	0.229300177	4.05923027
CAGL0E02013g	-0.259319647	-0.345950825	-0.333484718	5.19685193
CAGL0E02035g	0.173268818	0.699159054	1.070748691	0.281079243
CAGL0E02079g	0.198314203	0.581547385	0.174978107	-1.22475288
CAGL0E02101g	0	-0.301305405	-1.014656482	0.641019113
CAGL0E02189g	0.306100867	0.114930238	1.209611474	-0.702306864
CAGL0E02255g	-0.43294717	-0.366120085	-1.009258755	-1.843427931
CAGL0E02299g	0.016864554	0.249307323	1.329447033	0.305235689
CAGL0E02321g	-0.153775724	-0.021002929	-0.848299985	1.77010052
CAGL0E02387g	-0.006167728	-0.273445194	1.74972913	0.079897981
CAGL0E02431g	-0.069210906	-0.735269274	-1.428382593	0.383836679
CAGL0E02453g	-0.042186958	-0.146368722	-0.702202717	2.314391987
CAGL0E02519g	-0.350962865	0.137097845	0.364258614	1.944869841
CAGL0E02585g	-0.256104369	-0.8886915	-2.690796945	-0.433536156
CAGL0E02607g	-0.010617506	0.20700245	0.913307473	-2.158525239
CAGL0E02673g	-0.475505823	-1.38979237	-4.325783757	-1.477175411
CAGL0E02695g	-0.365647325	-0.523317418	0.302381312	-2.654584153
CAGL0E02739g	0.05880967	0.316171759	0.191263416	1.719418303
CAGL0E02761g	0.035907063	0.319371404	0.59891651	-1.17954274
CAGL0E02827g	-0.113611989	0.112834765	0.051154336	1.758632153
CAGL0E02871g	0.352507194	0.145846531	0.436333057	1.89364182
CAGL0E02893g	-0.247077696	-1.517805797	-2.06141469	0.481906944
CAGL0E02937g	-0.535152237	-0.843092326	-3.830844679	0.144186814
CAGL0E03003g	0.534242309	0.326850488	1.889079654	1.770138578
CAGL0E03025g	0.079870434	0.760637175	1.144195504	0
CAGL0E03047g	-0.352682394	-1.67540927	-4.676820835	0
CAGL0E03069g	-0.328467653	-0.814009257	-0.894605322	-1.005220774
CAGL0E03113g	-0.084268472	-0.009916695	-0.254358607	-1.712063671
CAGL0E03157g	-0.118660813	0.060334705	0.880475164	2.227942598
CAGL0E03179g	-0.237586104	-0.487987893	-0.280594905	-1.203371814
CAGL0E03201g	0.019818245	2.83608848	4.21992686	2.806137157
CAGL0E03245g	-0.01816816	-0.833654335	-4.094505696	0.586213295
CAGL0E03267g	-0.05702079	0.099064276	-0.625945762	1.22742684
CAGL0E03355g	-0.042415652	-0.458124673	0.649633623	-1.943695767
CAGL0E03520g	-0.03602335	-0.687600236	0.513923492	1.182687159
CAGL0E03542g	-0.152761773	-0.384396373	-0.028219992	1.294279941
CAGL0E03652g	0.411457396	1.54738706	0.350569908	-0.843096367
CAGL0E03740g	0.214111771	0.824914213	-0.020131124	-2.692498017
CAGL0E03806g	-0.672294635	-1.229104432	-0.750587388	-1.371273924
CAGL0E03828g	0.030685704	-0.162374491	1.320879971	0.756429898
CAGL0E03850g	-0.265753942	-0.280963082	-2.777424698	-1.794771299
CAGL0E03938g	-0.101961789	0.085136223	0.063920955	4.725286609
CAGL0E03982g	0.135466752	-0.131398132	0.461026654	-1.500119623
CAGL0E04070g	0.132493118	0.13766483	0.518206423	1.333846087
CAGL0E04092g	0.151670005	0.510304415	0.500801858	1.757750787
CAGL0E04114g	0.154891429	0.022043633	0.7604638	-1.588847967
CAGL0E04136g	0.190153283	-0.32428359	-0.210335997	1.23091788
CAGL0E04180g	-0.121364921	0.039002876	0.498177764	1.833125326
CAGL0E04378g	0.242243317	0.117792008	0.314717473	-1.549418915
CAGL0E04444g	0.05185751	0.177240246	-0.543504323	1.223264307
CAGL0E04466g	0.389243054	0	1.021587476	0
CAGL0E04488g	-0.145601157	0.014142268	1.107515011	0.364999065
CAGL0E04532g	-0.177673637	-0.296613742	-1.302051049	-0.819629176
CAGL0E04554g	1.592321318	-0.800758809	-3.473189687	1.427120777
CAGL0E04576g	0.084091726	-0.306868121	-0.610426955	2.271654099
CAGL0E04620g	0.247549319	0.017323493	0.118673443	1.535092776
CAGL0E04664g	0.128913394	0.44357404	0.706281123	1.02829584
CAGL0E04686g	0.057459735	0.395414409	1.013435397	-0.143064808
CAGL0E04752g	0.044843667	0.355819995	0.7635348	1.009264784
CAGL0E04774g	0.201532433	1.851431877	0.300848126	-0.964672786
CAGL0E04840g	-0.018301511	0	0	-4.474282498
CAGL0E04950g	0.048947153	-0.539023772	-0.90351166	-1.603088339
CAGL0E04994g	0.083951693	-0.126509128	-0.339119126	5.39777499
CAGL0E05016g	-0.043202547	0.003525232	-0.320257933	2.35247986
CAGL0E05038g	0.164465757	0.114545553	-0.26449186	-1.586481015
CAGL0E05060g	-0.005975651	-0.111984566	0.229539317	2.297638166
CAGL0E05104g	0.37904684	0.539364802	0.761977601	2.575566051
CAGL0E05126g	0.031414674	-0.685679653	-1.363043351	0.288126332
CAGL0E05192g	0.029176759	0.152620754	0.778429846	-3.160736388
CAGL0E05214g	0.094153024	0.383740414	0.97387458	-3.316466586
CAGL0E05236g	-0.25043426	-0.312589024	-1.147951999	-1.236167311
CAGL0E05258g	0.488615499	0.548113386	-0.376244356	1.848341851
CAGL0E05280g	0.372632496	3.339490023	3.896726384	1.471114887
CAGL0E05302g	0.061472198	0.779986248	1.730493925	-0.481714787
CAGL0E05346g	-0.120716382	0.102742807	0.835849895	-1.729315629
CAGL0E05368g	-0.303997736	0.264161597	0.056857453	2.279173048
CAGL0E05390g	-0.158838892	-0.165136146	-0.937479395	4.264272807
CAGL0E05412g	0.070377931	0.00525544	-0.178111161	1.257699982
CAGL0E05456g	-1.502636745	-2.376981449	-5.609179212	-1.996905505
CAGL0E05478g	-0.386115705	-0.993214814	-3.982896448	0.7884147
CAGL0E05566g	-0.109887874	1.907718646	0.042931401	0.429720681
CAGL0E05676g	0.318071268	-0.633615331	-1.889249609	-2.47468872
CAGL0E05698g	0.405110451	-0.731825791	-2.672807476	0.776478745
CAGL0E05786g	0.030540006	-0.292704911	-0.572483599	-2.048924814
CAGL0E05874g	-0.13173437	-0.637834325	-2.92542336	0.229166058
CAGL0E05940g	0.187001548	-0.07598443	-0.55133611	1.324223416
CAGL0E05984g	-1.350810792	0.856044866	5.346541554	-8.480239771
CAGL0E06028g	-0.293061812	-0.816364715	-0.755255084	4.787616528
CAGL0E06116g	-0.058321333	0.802775236	-0.333919333	-3.365255067
CAGL0E06138g	-0.186729212	0.051591488	-0.312355584	3.721605247
CAGL0E06182g	0.311118366	0.180874975	0.363047614	1.631793841
CAGL0E06204g	0.132792676	0.205300641	0.43401915	-1.153062307
CAGL0E06292g	-0.706804402	1.832620443	-1.752711269	-1.041817928
CAGL0E06314g	0.034260112	-0.63420745	-0.474954702	1.062848435
CAGL0E06336g	-0.275247593	-0.150422902	-0.364104873	4.18928871
CAGL0E06358g	0.22124652	0.619545538	1.479823308	5.15955439
CAGL0E06446g	0.022501942	-0.294705664	-0.201555766	-2.103178596
CAGL0E06534g	-0.28018796	-0.715866425	-2.542651233	-0.565789798
CAGL0E06556g	0.098280948	-0.111259945	-0.329406833	3.704299365
CAGL0E06600g	-0.273990339	0.539911423	0.491586662	2.501565469
CAGL0E06644g	-0.035889847	0.856491353	-1.747408139	0
CAGL0E06666g	0.784883071	0.819910487	2.894109855	0
CAGL0F00121g	0.284414724	0.299543472	1.177386464	0
CAGL0F00187g	-0.304832201	-0.748830724	1.030952528	0.948183502
CAGL0F00209g	0.321177684	0.267161488	-0.270361945	-3.140640983
CAGL0F00231g	0.240608431	0.068207934	0.059291727	-2.356507909
CAGL0F00253g	-0.015251232	0.544434458	1.238977342	-0.869353844
CAGL0F00297g	-0.208480199	-0.312706971	-0.964856998	1.257036533
CAGL0F00363g	-0.035371843	0.048249266	1.310289036	1.093010699
CAGL0F00407g	-0.137628984	0.238265901	-0.794639627	3.886767739
CAGL0F00429g	-0.169116017	-0.236502051	-0.876983364	3.996602291
CAGL0F00451g	-0.058764265	-0.125646119	-0.821876336	2.826864349
CAGL0F00539g	0.123990287	0.115659036	0.023803138	1.418209724
CAGL0F00583g	0.325125237	0.046635393	0.007436445	2.093233216
CAGL0F00605g	1.085149054	1.502900162	2.401114043	1.149802145
CAGL0F00627g	-0.309742666	-0.61623005	-1.058856929	-0.054023783
CAGL0F00649g	-0.000729222	-0.049873001	0.30420938	-3.179321451
CAGL0F00671g	-0.026441569	-0.297524948	-0.377796145	2.384812792
CAGL0F00715g	-0.44340117	0.973502411	1.637072354	0.465688433
CAGL0F00759g	0.077531221	0.130235121	0.006414077	2.215790325
CAGL0F00803g	0.373408066	0.492476352	0.638769298	-2.102677921
CAGL0F00825g	0.0541259	0.886361158	1.747084417	0.506101231
CAGL0F00891g	0.00828608	-0.321231734	-1.419528398	0
CAGL0F00913g	0.316629024	-0.246825804	-1.951815254	0.719301528
CAGL0F00935g	0.060636934	0.385883557	0.874618223	-1.60249934
CAGL0F00979g	-0.167552482	-0.749231755	-0.180595921	-2.563383301
CAGL0F01045g	0.173341406	0.107426444	-0.263601773	5.49210769
CAGL0F01067g	0.196515615	-0.18580915	-1.880189974	0
CAGL0F01089g	0.123917448	0.179600517	0.545151817	1.656378097
CAGL0F01155g	-0.15666662	-0.419478804	-0.6834756	1.94169395
CAGL0F01221g	-0.067352312	0.23743929	1.452817009	-0.208796017
CAGL0F01287g	-0.143162109	-0.223445525	-0.341242279	1.487840791
CAGL0F01331g	-0.166325482	-0.342011826	0.525821795	2.445398759
CAGL0F01397g	0.013414453	0.10227834	1.028685284	-0.975208599
CAGL0F01419g	0.055053253	0.198173727	-0.376023535	-1.432586963
CAGL0F01463g	0.07569169	0.382016057	1.088552001	-0.871575329
