ORF	5m	15m	30m	4h
CAGL0H10230g	-0.128143223	-0.740453068	-0.403655458	1.922148248
CAGL0H10274g	0.080995827	0.48155112	1.835569938	2.180015093
CAGL0H10318g	-0.069440673	-0.278316037	-0.259718141	3.242666839
CAGL0H10362g	-0.058411542	-0.419941868	0.657637056	-2.921708845
CAGL0H10384g	-0.349583719	-0.768956477	-2.760047129	-0.275130005
CAGL0H10406g	-0.14111126	-0.641901945	-2.183872811	-2.135756383
CAGL0H10450g	0.196199466	0.214233354	0.019304218	-3.833824885
CAGL0H10472g	-0.176850612	-0.11291956	0.374572385	-3.225946303
CAGL0H10516g	0.229744152	-1.025300099	-1.065387679	0.068978684
CAGL0H10582g	0.12395502	-0.186172147	-0.672626897	1.213836948
CAGL0I00110g	0.197218477	0.411703653	0.589260358	-2.446801762
CAGL0I00132g	0.013686585	0.464091026	1.895319777	0
CAGL0I00154g	-0.076791709	0.290017961	1.596880262	0
CAGL0I00176g	0.20233684	0.103828949	-1.011960598	0
CAGL0I00220g	-0.050382366	-0.549453942	2.760175516	0.553811499
CAGL0I00242g	-0.230196022	-0.344354561	-0.12400853	2.04255563
CAGL0I00264g	0.018688296	0.038939138	0.757126043	-1.694623074
CAGL0I00286g	2.134913882	1.645889868	-1.046600538	3.99060355
CAGL0I00330g	0.305108264	0.717863571	2.125179373	0.417797112
CAGL0I00396g	0.948802619	1.247764626	-0.048461244	-0.746362044
CAGL0I00418g	-0.137319862	0.457625146	0.687984014	-2.285056589
CAGL0I00462g	0.053347024	0.806443399	1.692221573	-0.328124142
CAGL0I00484g	0.025081471	-0.2619039	-0.041759239	6.346913102
CAGL0I00528g	0.11385491	0.60717105	1.499839142	0.330980045
CAGL0I00572g	0.212246057	0.020173183	0.693158358	-3.613046317
CAGL0I00616g	0.064719977	-0.188463672	-0.540741315	4.072397641
CAGL0I00704g	0.052710296	0.138680905	0.508782411	1.671354556
CAGL0I00748g	0.203144812	0.83517233	0.886986037	-1.162296404
CAGL0I00792g	0.143385717	-0.250615692	-0.250299067	5.029018376
CAGL0I00814g	-0.142856595	-0.118721287	-0.36838069	3.131399985
CAGL0I00880g	-0.93610997	-2.108229938	-1.37308706	-1.231788871
CAGL0I00924g	0.033030234	0.604733265	0.922691746	-2.212989164
CAGL0I00968g	-0.071210068	-0.348273588	-0.371734614	1.206703748
CAGL0I00990g	-0.169528128	-0.431000338	0.093442851	1.721142875
CAGL0I01188g	0.033252449	0.031885922	0.440192239	1.406917206
CAGL0I01210g	0.037319854	-0.160055301	0.484705886	3.866212689
CAGL0I01254g	-0.125427073	-0.34730364	-1.646164619	-0.055047562
CAGL0I01276g	-0.089052485	1.806435872	3.838289325	3.844314108
CAGL0I01320g	-0.107054402	1.079094848	1.718068017	-0.067762935
CAGL0I01342g	-0.1567506	0.716016562	0.609780932	3.16820248
CAGL0I01408g	-0.00191604	-1.065575015	-1.898482826	-3.141362098
CAGL0I01474g	-0.112590827	-0.052407768	0.442384295	3.281834848
CAGL0I01496g	0.451065145	1.305831385	2.00610261	0.67832345
CAGL0I01562g	-0.108710373	0.147674098	0.255226108	-1.017078404
CAGL0I01584g	-0.089035336	-0.435614622	-0.71922221	1.035670098
CAGL0I01628g	-0.163854584	-0.180810203	0.349835396	1.491455097
CAGL0I01694g	-0.150736417	-0.646301131	-0.37364433	-2.212767934
CAGL0I01870g	-0.340152796	-0.906146161	0.431817063	-3.395773252
CAGL0I01914g	-0.265135211	-1.230144228	-0.642658034	-2.043686099
CAGL0I01936g	-0.045455918	-0.394090315	-1.151128289	-1.068290139
CAGL0I01958g	-0.050795748	-0.717611636	-0.264754732	2.732370131
CAGL0I02112g	0.094555539	0.34805161	0.242941137	-2.083397032
CAGL0I02134g	-0.169165545	0.566461332	0.950159213	-5.38266381
CAGL0I02288g	-0.183910579	-0.225585881	-0.176738654	1.205753726
CAGL0I02310g	-0.020484674	-0.027318336	-0.321706997	1.702098457
CAGL0I02332g	-0.180723399	-0.348544202	0.032043084	2.367881574
CAGL0I02442g	-0.046143119	0.366241948	1.185709527	-0.894715697
CAGL0I02486g	0.463363323	0.437114632	1.562551815	4.701089863
CAGL0I02508g	0.363648584	1.270895725	1.335992014	0
CAGL0I02530g	-0.022642579	1.278866424	2.084181695	0.032487631
CAGL0I02574g	-0.034153118	0.712913566	0.960511372	2.015808181
CAGL0I02596g	-0.532280491	0.452102719	0.367184307	-3.269924
CAGL0I02662g	-0.322847201	-0.013588383	-0.122046418	-1.130791558
CAGL0I02684g	0.016963301	-0.339570462	-0.775776282	4.922016465
CAGL0I02728g	-0.071332248	-0.341848456	0.723166343	1.143079581
CAGL0I02750g	0.151426806	0.323630045	1.426795467	0.351876507
CAGL0I02794g	-0.521255653	1.816346178	2.545400134	-0.738094428
CAGL0I02816g	0.372691821	0.085602163	-0.029060783	-2.281471023
CAGL0I02838g	0.3322893	0.210226185	0.082844487	-2.092934572
CAGL0I02860g	0.43566062	0.446419222	0.126961635	1.660609757
CAGL0I02882g	-0.019304407	0.047629056	-0.378962384	1.067224832
CAGL0I02904g	0.225443167	1.22718108	2.028859384	0.906390547
CAGL0I02926g	-0.163203375	-0.617599797	-2.567665591	0.452760598
CAGL0I02948g	0.31906708	0.260051343	0.538564184	-1.309021067
CAGL0I02992g	0.07377752	0.409764549	-0.705781931	2.721243507
CAGL0I03102g	0.171433301	0.030239734	0.384903415	1.087721729
CAGL0I03168g	0.176621957	-0.228012211	-0.069780031	-2.729317347
CAGL0I03190g	0.260611121	-0.475672754	-0.91799511	-3.345038725
CAGL0I03212g	-0.236729686	-1.183066249	-1.723091368	-1.595945202
CAGL0I03256g	0	-0.214862797	-0.63109961	1.605744199
CAGL0I03300g	-0.012493342	0.243198703	0.204437163	1.144931697
CAGL0I03322g	0.008160216	-0.465839231	-0.541774478	2.56088488
CAGL0I03344g	-0.274637602	-1.384942776	-3.001071958	-0.205440104
CAGL0I03366g	-0.252094894	-0.656384769	-2.476457121	-0.459805724
CAGL0I03432g	-0.007982747	0.408375832	0.436543895	1.532173455
CAGL0I03542g	-0.123505407	-0.331554754	-0.585926153	3.562560341
CAGL0I03696g	0.223670266	0.645881104	1.316873205	-0.386353909
CAGL0I03762g	-0.204457395	-0.294312422	-0.37177397	1.308594069
CAGL0I03850g	-0.368179165	-0.445103144	-0.084931632	1.668675456
CAGL0I03872g	-0.279579319	-0.239131056	-0.714757966	2.966677711
CAGL0I03894g	-0.170709813	-0.275502448	-0.967045788	2.292416284
CAGL0I03916g	-0.153336231	-0.238590262	0.097655506	-1.280769284
CAGL0I03938g	0.057252975	0.130686902	0.359504478	-1.783672168
CAGL0I03960g	0.043681095	0.018976602	0.593188974	-1.113303162
CAGL0I04004g	-0.026483596	-0.585598439	0.226790115	-2.882611407
CAGL0I04070g	-0.036119173	-0.005138481	-0.117484377	2.383022747
CAGL0I04136g	0.379562566	0.142105086	0.474766449	2.992500586
CAGL0I04180g	-0.086119034	0.187816791	0.515833267	1.659363422
CAGL0I04224g	-0.248824964	-0.534063732	0.266434577	2.678304156
CAGL0I04312g	0.088769161	-0.251438891	-0.163388084	4.055652854
CAGL0I04334g	-0.036291243	-0.116969727	0.58639855	1.013687163
CAGL0I04356g	-0.110889969	-0.143120512	-0.910337782	3.458704368
CAGL0I04378g	-0.255352823	0.401164465	1.747267957	0
CAGL0I04444g	0.148085787	-0.030545784	1.004121635	0.323376235
CAGL0I04488g	-0.009575848	-0.146252775	-0.66241591	1.535865928
CAGL0I04510g	0.170377383	0.186733263	0.033128563	-3.61359441
CAGL0I04642g	0.069653627	0.439766742	-0.042897681	1.891231959
CAGL0I04686g	0.065088765	-0.227023674	0.491451321	-2.868014261
CAGL0I04708g	0.090718234	1.338911733	2.208649097	-0.698273064
CAGL0I04730g	-0.209848024	-0.789204097	-3.297012205	-0.083862943
CAGL0I04796g	-0.003185621	-1.53364899	1.244202243	1.797958473
CAGL0I04818g	0.060521806	-1.036304579	-1.950157823	0.411400319
CAGL0I04840g	0.015060421	-0.244746953	0.217366958	1.60278752
CAGL0I04862g	0.150879922	0.829624437	0.981433103	-1.414625583
CAGL0I04906g	-0.166021997	0.201110921	1.419043356	-0.888903807
CAGL0I04928g	-0.201784988	0.021524885	1.136329434	2.326886938
CAGL0I04972g	-0.359941217	-0.438477883	0.232032301	-1.486299205
CAGL0I05016g	-0.163184237	0.263885871	0.446127168	2.8845535
CAGL0I05038g	0.107199071	-0.067415368	-0.530304037	1.497631053
CAGL0I05060g	0.215189051	0.112097255	-0.334371355	1.746972125
CAGL0I05082g	0.163449644	0.555318911	0.915480489	-1.362246435
CAGL0I05104g	-0.052658362	-0.325895451	0.49707385	1.529862441
CAGL0I05126g	0.217508193	0.112306207	-0.904934304	3.15478576
CAGL0I05148g	-0.033152893	0.630182112	0.641013767	-2.706679
CAGL0I05170g	-0.095021299	0.090762141	0.704142783	-1.979762265
CAGL0I05192g	-0.086778718	-0.097524842	-0.217322529	-2.186091293
CAGL0I05214g	0.078902711	0.387674523	0.876456116	-1.609990402
CAGL0I05302g	0.021099826	-0.309688318	-0.875457441	3.542399187
CAGL0I05456g	-0.370055221	-0.475419309	-0.002517743	1.033512142
CAGL0I05522g	-0.418313276	0.759910966	0.975861695	-3.671457235
CAGL0I05544g	-0.076215933	-0.185745025	0.627063014	2.919312256
CAGL0I05566g	0.152068615	-0.088601741	0.262927752	2.469895591
CAGL0I05588g	-0.167322467	-0.917864473	-3.41248786	0.428412357
CAGL0I05632g	0.270995388	0.264874096	1.292175757	-0.544991723
CAGL0I05654g	-0.219890192	-0.950268706	-2.318148582	-1.149121213
CAGL0I05676g	0.201197312	-0.654381795	-2.009113476	0.49683884
CAGL0I05720g	0.075900588	-0.330551161	-0.399388205	1.165982982
CAGL0I05742g	0.151500274	0.33208148	0.780239835	-1.266554289
CAGL0I05786g	-0.023066918	-0.525637629	-0.28764748	2.533187449
CAGL0I05808g	-0.284476496	-0.67783861	-0.042947178	-1.612550302
CAGL0I05830g	0.050822917	0.75573967	1.386650153	-0.971668828
CAGL0I05852g	-0.207637962	-0.668854038	-0.05467676	1.318993091
CAGL0I05896g	-0.062534656	-0.066995439	2.093624045	-0.493417725
CAGL0I05918g	0.350756209	0.017723881	0.382286278	2.689156159
CAGL0I05940g	0.098759065	0.099156801	-0.014654189	5.586686791
CAGL0I05984g	-0.141294557	0.089256911	0.753469793	-2.481897102
CAGL0I06028g	0.140449172	0.271997796	1.145475556	-0.32697252
CAGL0I06072g	-0.017238934	0.183749637	1.364607745	-0.591689764
CAGL0I06116g	0.478773837	0.204255555	0.011288729	1.297060237
CAGL0I06138g	-0.172133862	-1.041809419	-0.495592872	-0.139373237
CAGL0I06160g	0.054744337	-0.380101816	-0.806845308	6.056812362
CAGL0I06226g	-0.008079022	-0.703841691	-0.30313028	-1.025516115
CAGL0I06270g	0.130547214	-0.310551935	-0.245636209	-3.241143622
CAGL0I06336g	-0.139517658	-0.99664358	-1.536356516	0.841593601
CAGL0I06380g	0.5990979	0.690307979	0.427149442	-1.38484782
CAGL0I06446g	-0.03197798	0.197214947	0.330015873	2.341100797
CAGL0I06490g	-0.164574834	-1.198331702	-3.222118536	0.075492448
CAGL0I06534g	0.041878579	-0.957677256	0.175895881	1.32441103
CAGL0I06556g	-0.410045839	-0.325409026	1.417068917	-0.439206019
CAGL0I06666g	0.011634911	-0.754213141	-1.037862519	0.658333512
CAGL0I06710g	0.152737432	-0.731839639	0.495085972	2.374150764
CAGL0I06743g	0.089174667	0.19968236	1.360148312	1.597565271
CAGL0I06765g	0.22585929	-0.132056984	0.975737089	-1.781181021
CAGL0I06787g	0.147423196	0.623211663	1.489052996	0.025091927
CAGL0I06831g	0.024297595	-0.710245363	0.005668967	3.364044844
CAGL0I06853g	-0.147965163	-0.040995808	0.398856464	-1.525154588
CAGL0I06875g	-0.054107014	0.069073879	0.003257108	-1.881602516
CAGL0I06919g	-0.27222201	-0.397249759	-0.271161341	1.171175796
CAGL0I06941g	0.078723059	0.300871776	0.498429882	-1.150228539
CAGL0I06963g	0.11683027	0.282880942	0.396566043	-1.064309132
CAGL0I07007g	0.050455402	0.067218785	0.362265836	-3.246932357
CAGL0I07051g	0.121334036	0.543216915	0.485280946	-1.310246733
CAGL0I07139g	0.422003625	0.294757736	2.292487199	-0.980827298
CAGL0I07205g	0.240237873	0.311636192	0.910434038	-1.691554486
CAGL0I07315g	-0.148840612	1.213642907	2.582731854	2.505777721
CAGL0I07359g	0.441650421	0.471110752	0.525539867	-1.000118636
CAGL0I07381g	-0.066121073	0.530951781	0.887858524	-1.464007028
CAGL0I07469g	-0.102744017	0.116294829	0.219364461	-1.385930875
CAGL0I07491g	-0.023081714	-0.117837764	0.27107921	-2.156494497
CAGL0I07513g	-0.013479656	-0.056711652	0.876510581	-1.735480767
CAGL0I07557g	0.287250239	0.989704269	2.630571202	1.103257608
CAGL0I07579g	-0.141144134	-0.112376427	-0.529216757	2.071812827
CAGL0I07733g	0.030956946	-0.138484882	-0.046022079	3.215569915
CAGL0I07755g	-0.115777091	0.500090276	-0.549057386	-1.841584725
CAGL0I07777g	-0.165699021	-0.011373029	-0.666646152	1.795994285
CAGL0I07843g	0.230966453	0.461347965	1.651971105	5.290896264
CAGL0I07931g	-0.217791046	-0.89011822	-2.924508247	0.99060355
CAGL0I07953g	-0.061047847	-0.419748558	0.375132306	-1.652812503
CAGL0I07975g	-0.236752991	-0.919547249	-3.963457201	0.500204051
CAGL0I08019g	-0.104548796	0.048424621	0.791389955	-1.776955837
CAGL0I08041g	-0.285583042	-0.025162162	0.167201112	2.356448762
CAGL0I08239g	-0.165911892	0.130855975	1.188947907	-0.867389847
CAGL0I08261g	-0.043713497	-0.022251347	-0.120812178	1.491627233
CAGL0I08283g	0.02795839	0.098348188	0.115581282	-1.534047088
CAGL0I08371g	-0.043575431	-0.853232364	-0.36829106	1.928701111
CAGL0I08481g	-0.013852299	-0.82765281	0.691069917	1.614683918
CAGL0I08503g	0.03812991	0.402102967	0.324719087	1.043608245
CAGL0I08569g	0.021331506	-0.148700364	-0.37655146	2.137444938
CAGL0I08591g	1.016643502	1.133999824	0.893578822	1.062651338
CAGL0I08635g	0.261090618	0.43019415	-0.536647542	-1.87494625
CAGL0I08723g	-0.043205413	-0.325237369	0.575870043	1.27612705
CAGL0I08767g	-0.290631892	-0.251149785	-1.483561446	-3.116231644
CAGL0I08811g	-0.472293858	-0.274494133	-0.178469959	2.563493219
CAGL0I08855g	0.026675788	0.128209502	0.417696857	2.045644914
CAGL0I08899g	-0.325824136	-0.865183791	-0.684193482	1.058775053
CAGL0I08943g	-0.323179541	-0.022626416	0.167188555	-1.483327638
CAGL0I09086g	0.110134561	0.20318334	0.512876937	-2.073734277
CAGL0I09108g	0.225915498	1.035403888	0.946522573	0.387493703
CAGL0I09130g	-0.053503366	0.329933452	0.975549088	-1.146109672
CAGL0I09218g	-0.0150675	-0.066337662	0.40548161	1.321248862
CAGL0I09262g	0.296294183	0.367593545	0.302760638	-2.356897357
CAGL0I09284g	0.053906818	0.034226194	-0.245265441	-2.598423519
CAGL0I09306g	-0.122860131	0.143541791	0.612390719	-1.818709499
CAGL0I09328g	-0.180264743	-0.183731081	-0.365587571	2.637829488
CAGL0I09372g	-0.038858994	-0.339838296	0.673545908	1.667439743
CAGL0I09460g	0.066340163	0.544680187	1.505505751	1.398196238
CAGL0I09482g	0.219357728	-0.517280334	1.246673991	-0.478338075
CAGL0I09548g	-0.074727211	-0.922186048	0.255664642	1.023991589
CAGL0I09592g	-0.030467383	-0.64665704	-3.067764855	0.908402488
CAGL0I09658g	0.059762457	-0.061069671	-0.204378207	1.146722752
CAGL0I09702g	0.636321742	5.080998093	4.028651921	0.264324635
CAGL0I09724g	-0.172296031	0.84043387	-0.406631015	3.215569915
CAGL0I09746g	-0.083588743	0.270852771	1.080208644	2.227412634
CAGL0I09768g	-0.068968999	-1.210974735	-1.066784854	-1.108932123
CAGL0I09812g	-0.023799443	-0.128912558	-0.625207881	2.946403747
CAGL0I09856g	0.208964222	-0.412268687	1.093435156	4.195138469
CAGL0I09900g	-0.115569271	-0.347909138	-0.043271696	1.843601138
CAGL0I09922g	-0.167506698	-0.237980276	0.15027439	3.985441845
CAGL0I10010g	1.493552163	5.553167139	4.035779608	0.192237411
CAGL0I10120g	-0.400190577	-0.567515529	2.731206158	0
CAGL0I10131g	0.078807818	0.180667771	3.145333142	0
CAGL0I10142g	0.46675965	1.578898166	3.397347503	0
CAGL0I10153g	0.661998986	1.763551056	3.383486683	0
CAGL0I10175g	0.334506964	1.261696022	3.020075852	0
CAGL0I10197g	0.775765216	2.719757528	2.949652675	0
CAGL0I10219g	0.216174657	0.989599244	1.9565675	0
CAGL0I10230g	-0.538878903	0.278306892	1.550923378	0
CAGL0I10274g	-0.074226435	-0.982064759	-1.608842519	0
CAGL0I10296g	0.014063217	0.352279925	0.921929471	-1.519691164
CAGL0I10318g	0.065933715	-0.433925946	-1.298699372	0.291567412
CAGL0I10384g	0.422106177	3.688594549	0.244525256	-0.2426797
CAGL0I10428g	-0.159004606	-0.480520533	0.281761844	-1.252469124
CAGL0I10472g	0.216605117	-0.069129507	-0.698238722	-1.768275882
CAGL0I10494g	0.368568433	0.315018874	0.141457517	-3.171139088
CAGL0I10538g	-0.014483106	0.334792642	-0.527941277	-1.374826183
CAGL0I10560g	-0.298119641	-1.061126742	-3.564858784	-3.126662501
CAGL0I10582g	-0.194154957	-0.624908907	0.147276195	-3.753675135
CAGL0I10604g	-0.138131092	0.015943061	0.071172712	-1.427411649
CAGL0I10648g	-0.186374091	0.153838072	0.45344649	3.009234887
CAGL0I10670g	-0.304461998	-1.162523767	-3.560915508	-0.253322033
CAGL0I10692g	-3.033771751	-2.099200121	-0.15340731	0
CAGL0I10725g	0.418826117	0.205702215	0.307609044	-1.154810516
CAGL0I10747g	0.356070447	-0.440462543	-2.600253546	-1.896197893
CAGL0I10879g	-0.233371776	-0.099246146	0.12819083	2.206332241
CAGL0I10901g	-0.043276951	-0.539732563	-0.921200113	3.916602969
CAGL0I10945g	0.174314202	0.286344481	0.341165853	-1.358639224
CAGL0I10989g	-0.180923856	-0.745423246	0.32659234	1.527377257
CAGL0J00165g	-0.077740893	-0.178733065	0.274979831	3.935705938
CAGL0J00187g	-0.136328356	0.095685367	0.566767313	-3.147111878
CAGL0J00209g	-0.1001146	-0.763085073	-2.246579154	-2.910573394
CAGL0J00253g	-0.238459147	-0.437426552	-0.278970903	-1.454859537
CAGL0J00275g	-0.304260295	-1.007964649	-2.687596557	-0.547816364
CAGL0J00319g	-0.141930544	-0.147089627	-0.221888458	4.384882489
CAGL0J00429g	0.092082825	0.088370427	-1.041813235	-4.125562797
CAGL0J00473g	-0.228294425	-1.001427814	-4.370763112	-1.224612208
CAGL0J00495g	-0.197133372	-0.507575279	-0.79316913	2.634323951
CAGL0J00561g	0.207796887	1.896209523	3.748538313	0.810855466
CAGL0J00583g	0	-0.061608587	0.917631898	-2.606166681
CAGL0J00627g	0.049267614	0.08955982	0.246314384	-1.387026746
CAGL0J00649g	0.028621598	0.119310337	-0.52209482	3.933548861
CAGL0J00671g	-0.045491802	0.314198408	1.006344588	2.621092125
CAGL0J00693g	0.125564596	-0.463311354	-1.78110902	0.003561976
CAGL0J00715g	-0.173267769	1.032114157	-0.43403621	1.962947207
CAGL0J00737g	0.15922505	-0.110330225	-0.300609079	3.812816431
CAGL0J00847g	0.197178025	0.5504755	-0.521237127	-2.500568074
CAGL0J00891g	-0.234295548	-1.116631001	-3.924035376	-0.958328816
CAGL0J00913g	0.401323765	0.289979296	-0.057040012	1.827629339
CAGL0J01067g	-0.142669068	-0.084546389	-0.569664938	1.652187332
CAGL0J01155g	-0.336230554	-0.44508578	-1.064868627	-1.13977847
CAGL0J01309g	0.023303255	0.075660691	0.070447633	-1.473624639
CAGL0J01353g	0.450521154	0.630598472	1.667803191	-0.868228341
CAGL0J01375g	0.185337171	0.184501264	0.103335443	2.910750243
CAGL0J01419g	0.148504476	0.38020824	0.412831132	-1.301456043
CAGL0J01441g	0.679920813	1.353537763	0.254349878	-0.813098225
CAGL0J01507g	-0.128610012	-0.464385049	-0.913558404	2.115317141
CAGL0J01529g	0.100564848	0.459892328	-0.6134689	-2.442942915
CAGL0J01595g	-0.585674955	0.99186049	-1.442273039	-1.886371707
CAGL0J01683g	1.212784183	1.349060688	0.419503717	0
CAGL0J01958g	-0.123858098	-0.252986112	0.468689947	-1.343779543
CAGL0J02134g	0.034577449	-0.069655628	0.755355984	-1.234914317
CAGL0J02244g	-0.025005695	-0.036769379	-0.17393419	2.655659217
CAGL0J02266g	-0.010410075	-0.038518951	-0.603079612	1.539302507
CAGL0J02332g	0.400323295	0.661101114	1.52747824	-0.908575719
CAGL0J02354g	-0.017090335	-0.238291085	-0.098092535	4.781581825
CAGL0J02398g	0.116029134	-0.090163168	-0.480914685	4.294790063
CAGL0J02420g	-0.040312737	-0.064325142	-0.658235096	2.900915663
CAGL0J02442g	0.276301237	-0.463772129	-0.065179078	3.130211224
CAGL0J02464g	-0.164919279	-0.606600246	0.105483173	-1.481486291
CAGL0J02530g	-0.058497608	0.028214354	0.276045696	-4.865225076
CAGL0J02552g	0.305738377	-0.099297002	-0.03965738	-2.87030084
CAGL0J02662g	-0.111449686	-0.222175469	-0.105353211	2.312531645
CAGL0J02750g	0.083202946	-0.058053005	-0.832208907	3.281484515
CAGL0J02794g	-0.028929991	1.33613883	3.057847531	0.267596414
CAGL0J02882g	0.072256292	0.868900607	1.770334219	1.018531729
CAGL0J02948g	-0.394063141	0.075359714	-1.452354895	0.63313863
CAGL0J02970g	0.070451949	0.338976027	1.196922337	1.324145932
CAGL0J02992g	0.085947291	0.168095914	-0.211908412	1.789502404
CAGL0J03036g	0.948290274	1.128913309	0.472258257	0
CAGL0J03102g	-0.098426409	-0.114268426	0.212990939	-1.119533043
CAGL0J03124g	0.173716523	-0.051143623	-0.536194969	1.487039169
CAGL0J03146g	0.235087374	0.73056746	1.784145188	2.958458637
CAGL0J03190g	0.199442015	0.192606595	1.077774681	-0.642354353
CAGL0J03212g	1.094565967	0.530572714	-0.38597145	2.904621287
CAGL0J03234g	-0.0000603	-0.238227681	-0.592986225	5.08177444
CAGL0J03256g	-0.418300753	-0.235485382	0.485327389	-1.776578518
CAGL0J03300g	-0.069857949	-1.071506959	0.376248848	0.88739596
CAGL0J03344g	-0.172928815	-0.991457874	-3.664550752	0.990603551
CAGL0J03366g	0.151372427	0.024787844	-0.838735866	3.189199091
CAGL0J03388g	-0.249643354	-0.527648559	-0.842550486	1.351103766
CAGL0J03564g	0.067358297	-0.094342881	0.368543249	1.340375278
CAGL0J03586g	-0.384980745	-0.627826641	-0.95947712	-1.674212258
CAGL0J03608g	-0.012942774	-0.237627548	-0.452876562	1.444222428
CAGL0J03630g	0.320063056	0.725860535	1.047441193	3.140663246
CAGL0J03652g	-0.039662378	-0.120227691	-0.703270825	4.597736559
CAGL0J03718g	0.007964788	-0.637988843	-2.45375215	0.151276238
CAGL0J03740g	-0.287500773	-1.8138467	-3.751863288	-0.807762589
CAGL0J03780	0.019190766	-0.293363838	-1.068047092	0
CAGL0J03806g	0.256571426	0.510507163	0.535317918	-2.637065651
CAGL0J03828g	0.068856816	0.381535516	0.627362644	-2.115171427
CAGL0J03850g	0.278681087	0.072309728	0.228364216	2.064804492
CAGL0J03916g	-0.136637231	0.266810659	-0.001742711	-1.640041766
CAGL0J03960g	-0.012853406	0.176970928	0.68350043	-2.686625316
CAGL0J04048g	0.377886446	1.918420504	1.663632871	3.194125509
CAGL0J04092g	0.26119458	0.785137485	1.645510731	-0.885082875
CAGL0J04114g	0.547838556	0.340605862	0.121025266	-1.029601978
CAGL0J04180g	0.124020627	-0.325252421	0.027988518	-2.092066698
CAGL0J04312g	-0.060269847	0.065206136	1.145853375	-0.382829356
CAGL0J04356g	-0.00636922	-0.150909324	0.174266153	1.779099445
CAGL0J04378g	-0.073893233	-0.286589723	0.073977225	1.069554892
CAGL0J04400g	0.470505668	0.60628709	1.095824696	0.582323417
CAGL0J04422g	0.203135599	0.016480183	1.090445536	0.338176217
CAGL0J04444g	0.256492605	-0.179865417	-0.840439709	3.556950373
CAGL0J04488g	-0.191759726	0.170215995	1.180760611	-0.581123123
CAGL0J04510g	-0.140002514	-0.332590901	-0.918916224	3.75220403
CAGL0J04554g	0.13783002	0.209464275	-0.436298295	2.291655285
CAGL0J04598g	0.026684906	-0.315478132	-1.500073642	-0.209608636
CAGL0J04708g	-0.374754725	-0.901002246	-1.231181753	0.572557301
CAGL0J04840g	-0.768900156	-2.119179113	-0.293921064	0.300943671
CAGL0J04906g	-0.302558009	-1.07874989	0.25810476	-4.936060719
CAGL0J04950g	-0.258092592	-2.184124573	-3.485984097	0.01420645
CAGL0J04972g	-0.367605577	-0.787268514	-0.423613417	-1.715111109
CAGL0J05038g	0.065897411	-0.077813568	-0.304313764	-1.180553546
CAGL0J05060g	0.486043237	-0.20999029	-0.640519897	-1.557296856
CAGL0J05104g	-0.188857615	-0.646683306	0.044617035	1.841225926
CAGL0J05126g	-0.008675284	0.515874512	1.265710147	2.703227547
CAGL0J05170g	-0.067860557	-0.442805123	1.146659614	0
CAGL0J05236g	-0.107279413	-0.008504248	0.291254269	1.373073187
CAGL0J05280g	0.046609736	0.057518745	-0.222719171	1.152140766
CAGL0J05368g	0.075649783	0.24567509	-0.622390306	-1.378771707
CAGL0J05390g	1.700458379	1.811974079	1.134290738	0.069554892
CAGL0J05412g	-0.204234576	-0.934380906	-2.602005443	-0.714542756
CAGL0J05434g	-0.305031804	-0.183354385	-0.253703352	-1.044635089
CAGL0J05456g	-0.152371531	-0.918939834	-1.169191161	-0.905840258
CAGL0J05500g	-0.242443906	-0.623464939	-0.849756966	1.15133938
CAGL0J05522g	0.08010302	-0.526993205	-0.526542455	-1.476698356
CAGL0J05610g	0.029346796	-0.24277545	-0.622222084	2.692908956
CAGL0J05676g	0.071622402	-0.387537091	-0.888576932	2.819174958
CAGL0J05720g	-0.030324213	0.318296662	0.2189005	2.400479345
CAGL0J05742g	0.042305189	-0.40320395	-0.446668774	3.732370131
CAGL0J05786g	0.037555965	-0.553542964	-1.759815645	0.688853338
CAGL0J05852g	0.162621538	0.644251117	1.318917582	3.004648286
CAGL0J05896g	-0.157088209	-0.306242801	-1.257180423	-0.232295169
CAGL0J06006g	-0.286826949	-0.546166172	-1.311738849	0.57556605
CAGL0J06072g	-0.237110176	-0.316720997	0.036120158	1.839516163
CAGL0J06138g	-0.129529071	-0.827328372	-0.907509692	-1.114093828
CAGL0J06182g	0.131861668	0.245300597	0.731662717	-1.45076161
CAGL0J06204g	-0.056381289	-0.060686824	0.621059979	-2.646483078
CAGL0J06226g	-0.02127877	-0.281177299	-0.278037782	1.4499323
CAGL0J06248g	-0.155131801	-0.519461731	-0.489039911	1.401295579
CAGL0J06336g	-0.087324516	-1.198247355	-0.175935604	-1.717585667
CAGL0J06358g	0.498907997	-0.146717713	0.139940308	-1.297880881
CAGL0J06380g	-0.075813049	0.118438479	0.667601722	-4.476920216
CAGL0J06402g	-0.040130546	0.043049726	1.067291657	0.171175796
CAGL0J06468g	0.374873611	0.636175384	1.713574718	0.229834067
CAGL0J06512g	-0.397522154	-0.969613491	-1.681875758	0.820678549
CAGL0J06600g	0.000300492	-0.028551823	-0.503899117	1.529786791
CAGL0J06622g	-0.52629303	-0.763190327	0.213616911	-1.637022397
CAGL0J06666g	-0.226259787	-0.628417648	-2.896169342	-0.86500654
CAGL0J06798g	0.146290038	0.2254178	-0.298516908	2.518341182
CAGL0J06908g	0.451637201	1.049896872	2.657396332	-0.79891635
CAGL0J06930g	-0.200538511	-0.902334898	0.205651688	1.106146628
