group	name	group_member
Organonitrogen	Biosynthesis	CAGL0G07425g
Organonitrogen	Biosynthesis	CAGL0G07491g
Organonitrogen	Biosynthesis	CAGL0G07931g
Organonitrogen	Biosynthesis	CAGL0G07953g
Organonitrogen	Biosynthesis	CAGL0G08041g
Organonitrogen	Biosynthesis	CAGL0G08173g
Organonitrogen	Biosynthesis	CAGL0G08217g
Organonitrogen	Biosynthesis	CAGL0G08228g
Organonitrogen	Biosynthesis	CAGL0G08316g
Organonitrogen	Biosynthesis	CAGL0G08734g
Organonitrogen	Biosynthesis	CAGL0G09361g
Organonitrogen	Biosynthesis	CAGL0G09581g
Organonitrogen	Biosynthesis	CAGL0G09669g
Organonitrogen	Biosynthesis	CAGL0G09691g
Organonitrogen	Biosynthesis	CAGL0G09713g
Organonitrogen	Biosynthesis	CAGL0G09955g
Organonitrogen	Biosynthesis	CAGL0H00220g
Organonitrogen	Biosynthesis	CAGL0H00462g
Organonitrogen	Biosynthesis	CAGL0H00506g
Organonitrogen	Biosynthesis	CAGL0H00660g
Organonitrogen	Biosynthesis	CAGL0H00957g
Organonitrogen	Biosynthesis	CAGL0H01199g
Organonitrogen	Biosynthesis	CAGL0H01375g
Organonitrogen	Biosynthesis	CAGL0H01397g
Organonitrogen	Biosynthesis	CAGL0H01441g
Organonitrogen	Biosynthesis	CAGL0H01485g
Organonitrogen	Biosynthesis	CAGL0H01551g
Organonitrogen	Biosynthesis	CAGL0H01815g
Organonitrogen	Biosynthesis	CAGL0H01881g
Organonitrogen	Biosynthesis	CAGL0H02409g
Organonitrogen	Biosynthesis	CAGL0H02607g
Organonitrogen	Biosynthesis	CAGL0H02651g
Organonitrogen	Biosynthesis	CAGL0H02673g
Organonitrogen	Biosynthesis	CAGL0H02871g
Organonitrogen	Biosynthesis	CAGL0H03223g
Organonitrogen	Biosynthesis	CAGL0H03531g
Organonitrogen	Biosynthesis	CAGL0H03707g
Organonitrogen	Biosynthesis	CAGL0H03795g
Organonitrogen	Biosynthesis	CAGL0H03883g
Organonitrogen	Biosynthesis	CAGL0H03905g
Organonitrogen	Biosynthesis	CAGL0H04191g
Organonitrogen	Biosynthesis	CAGL0H04521g
Organonitrogen	Biosynthesis	CAGL0H04565g
Organonitrogen	Biosynthesis	CAGL0H04691g
Organonitrogen	Biosynthesis	CAGL0H05049g
Organonitrogen	Biosynthesis	CAGL0H05401g
Organonitrogen	Biosynthesis	CAGL0H05445g
Organonitrogen	Biosynthesis	CAGL0H05489g
Organonitrogen	Biosynthesis	CAGL0H05511g
Organonitrogen	Biosynthesis	CAGL0H05599g
Organonitrogen	Biosynthesis	CAGL0H05643g
Organonitrogen	Biosynthesis	CAGL0H05775g
Organonitrogen	Biosynthesis	CAGL0H05841g
Organonitrogen	Biosynthesis	CAGL0H05907g
Organonitrogen	Biosynthesis	CAGL0H06369g
Organonitrogen	Biosynthesis	CAGL0H06523g
Organonitrogen	Biosynthesis	CAGL0H06963g
Organonitrogen	Biosynthesis	CAGL0H07023g
Organonitrogen	Biosynthesis	CAGL0H07403g
Organonitrogen	Biosynthesis	CAGL0H07513g
Organonitrogen	Biosynthesis	CAGL0H07579g
Organonitrogen	Biosynthesis	CAGL0H07887g
Organonitrogen	Biosynthesis	CAGL0H08327g
Organonitrogen	Biosynthesis	CAGL0H08371g
Organonitrogen	Biosynthesis	CAGL0H08602g
Organonitrogen	Biosynthesis	CAGL0H08734g
Organonitrogen	Biosynthesis	CAGL0H08888g
Organonitrogen	Biosynthesis	CAGL0H08976g
Organonitrogen	Biosynthesis	CAGL0H09064g
Organonitrogen	Biosynthesis	CAGL0H09130g
Organonitrogen	Biosynthesis	CAGL0H09196g
Organonitrogen	Biosynthesis	CAGL0H09240g
Organonitrogen	Biosynthesis	CAGL0H09262g
Organonitrogen	Biosynthesis	CAGL0H09372g
Organonitrogen	Biosynthesis	CAGL0H09416g
Organonitrogen	Biosynthesis	CAGL0H09504g
Organonitrogen	Biosynthesis	CAGL0H09746g
Organonitrogen	Biosynthesis	CAGL0H10142g
Organonitrogen	Biosynthesis	CAGL0H10252g
Organonitrogen	Biosynthesis	CAGL0H10538g
Organonitrogen	Biosynthesis	CAGL0I00572g
Organonitrogen	Biosynthesis	CAGL0I00704g
Organonitrogen	Biosynthesis	CAGL0I00792g
Organonitrogen	Biosynthesis	CAGL0I00814g
Organonitrogen	Biosynthesis	CAGL0I01254g
Organonitrogen	Biosynthesis	CAGL0I01386g
Organonitrogen	Biosynthesis	CAGL0I01430g
Organonitrogen	Biosynthesis	CAGL0I01804g
Organonitrogen	Biosynthesis	CAGL0I02332g
Organonitrogen	Biosynthesis	CAGL0I02420g
Organonitrogen	Biosynthesis	CAGL0I02486g
Organonitrogen	Biosynthesis	CAGL0I02706g
Organonitrogen	Biosynthesis	CAGL0I03036g
Organonitrogen	Biosynthesis	CAGL0I03080g
Organonitrogen	Biosynthesis	CAGL0I03300g
Organonitrogen	Biosynthesis	CAGL0I03960g
Organonitrogen	Biosynthesis	CAGL0I04125g
Organonitrogen	Biosynthesis	CAGL0I04312g
Organonitrogen	Biosynthesis	CAGL0I04356g
Organonitrogen	Biosynthesis	CAGL0I04378g
Organonitrogen	Biosynthesis	CAGL0I04444g
Organonitrogen	Biosynthesis	CAGL0I04532g
Organonitrogen	Biosynthesis	CAGL0I04686g
Organonitrogen	Biosynthesis	CAGL0I04708g
Organonitrogen	Biosynthesis	CAGL0I04752g
Organonitrogen	Biosynthesis	CAGL0I04774g
Organonitrogen	Biosynthesis	CAGL0I04818g
Organonitrogen	Biosynthesis	CAGL0I04840g
Organonitrogen	Biosynthesis	CAGL0I04950g
Organonitrogen	Biosynthesis	CAGL0I04994g
Organonitrogen	Biosynthesis	CAGL0I05016g
Organonitrogen	Biosynthesis	CAGL0I05104g
Organonitrogen	Biosynthesis	CAGL0I05126g
Organonitrogen	Biosynthesis	CAGL0I05654g
Organonitrogen	Biosynthesis	CAGL0I05698g
Organonitrogen	Biosynthesis	CAGL0I05808g
Organonitrogen	Biosynthesis	CAGL0I06556g
Organonitrogen	Biosynthesis	CAGL0I06831g
Organonitrogen	Biosynthesis	CAGL0I07117g
Organonitrogen	Biosynthesis	CAGL0I07557g
Organonitrogen	Biosynthesis	CAGL0I07579g
Organonitrogen	Biosynthesis	CAGL0I07969g
Organonitrogen	Biosynthesis	CAGL0I08283g
Organonitrogen	Biosynthesis	CAGL0I08327g
Organonitrogen	Biosynthesis	CAGL0I08393g
Organonitrogen	Biosynthesis	CAGL0I08481g
Organonitrogen	Biosynthesis	CAGL0I08503g
Organonitrogen	Biosynthesis	CAGL0I08723g
Organonitrogen	Biosynthesis	CAGL0I08745g
Organonitrogen	Biosynthesis	CAGL0I08767g
Organonitrogen	Biosynthesis	CAGL0I08987g
Organonitrogen	Biosynthesis	CAGL0I09009g
Organonitrogen	Biosynthesis	CAGL0I09240g
Organonitrogen	Biosynthesis	CAGL0I09284g
Organonitrogen	Biosynthesis	CAGL0I09328g
Organonitrogen	Biosynthesis	CAGL0I09548g
Organonitrogen	Biosynthesis	CAGL0I09592g
Organonitrogen	Biosynthesis	CAGL0I09922g
Organonitrogen	Biosynthesis	CAGL0I10054g
Organonitrogen	Biosynthesis	CAGL0I10648g
Organonitrogen	Biosynthesis	CAGL0I10791g
Organonitrogen	Biosynthesis	CAGL0J00473g
Organonitrogen	Biosynthesis	CAGL0J00649g
Organonitrogen	Biosynthesis	CAGL0J00737g
Organonitrogen	Biosynthesis	CAGL0J01221g
Organonitrogen	Biosynthesis	CAGL0J02354g
Organonitrogen	Biosynthesis	CAGL0J02398g
Organonitrogen	Biosynthesis	CAGL0J02816g
Organonitrogen	Biosynthesis	CAGL0J02838g
Organonitrogen	Biosynthesis	CAGL0J02882g
Organonitrogen	Biosynthesis	CAGL0J03124g
Organonitrogen	Biosynthesis	CAGL0J03146g
Organonitrogen	Biosynthesis	CAGL0J03234g
Organonitrogen	Biosynthesis	CAGL0J03498g
Organonitrogen	Biosynthesis	CAGL0J03652g
Organonitrogen	Biosynthesis	CAGL0J03762g
Organonitrogen	Biosynthesis	CAGL0J03894g
Organonitrogen	Biosynthesis	CAGL0J04598g
Organonitrogen	Biosynthesis	CAGL0J05126g
Organonitrogen	Biosynthesis	CAGL0J05236g
Organonitrogen	Biosynthesis	CAGL0J05258g
Organonitrogen	Biosynthesis	CAGL0J05456g
Organonitrogen	Biosynthesis	CAGL0J05478g
Organonitrogen	Biosynthesis	CAGL0J05896g
Organonitrogen	Biosynthesis	CAGL0J05984g
Organonitrogen	Biosynthesis	CAGL0J06226g
Organonitrogen	Biosynthesis	CAGL0J06374g
Organonitrogen	Biosynthesis	CAGL0J06402g
Organonitrogen	Biosynthesis	CAGL0J06600g
Organonitrogen	Biosynthesis	CAGL0J06908g
Organonitrogen	Biosynthesis	CAGL0J06930g
Organonitrogen	Biosynthesis	CAGL0J07238g
Organonitrogen	Biosynthesis	CAGL0J07304g
Organonitrogen	Biosynthesis	CAGL0J07480g
Organonitrogen	Biosynthesis	CAGL0J07678g
Organonitrogen	Biosynthesis	CAGL0J07744g
Organonitrogen	Biosynthesis	CAGL0J07920g
Organonitrogen	Biosynthesis	CAGL0J08316g
Organonitrogen	Biosynthesis	CAGL0J08569g
Organonitrogen	Biosynthesis	CAGL0J08679g
Organonitrogen	Biosynthesis	CAGL0J08734g
Organonitrogen	Biosynthesis	CAGL0J08800g
Organonitrogen	Biosynthesis	CAGL0J09042g
Organonitrogen	Biosynthesis	CAGL0J09086g
Organonitrogen	Biosynthesis	CAGL0J09240g
Organonitrogen	Biosynthesis	CAGL0J09504g
Organonitrogen	Biosynthesis	CAGL0J09680g
Organonitrogen	Biosynthesis	CAGL0J09856g
Organonitrogen	Biosynthesis	CAGL0J09988g
Organonitrogen	Biosynthesis	CAGL0J10010g
Organonitrogen	Biosynthesis	CAGL0J10164g
Organonitrogen	Biosynthesis	CAGL0J10186g
Organonitrogen	Biosynthesis	CAGL0J10230g
Organonitrogen	Biosynthesis	CAGL0J10406g
Organonitrogen	Biosynthesis	CAGL0J10450g
Organonitrogen	Biosynthesis	CAGL0J10494g
Organonitrogen	Biosynthesis	CAGL0J10604g
Organonitrogen	Biosynthesis	CAGL0J10758g
Organonitrogen	Biosynthesis	CAGL0J11198g
Organonitrogen	Biosynthesis	CAGL0J11220g
Organonitrogen	Biosynthesis	CAGL0J11330g
Organonitrogen	Biosynthesis	CAGL0J11506g
Organonitrogen	Biosynthesis	CAGL0J11858g
Organonitrogen	Biosynthesis	CAGL0K00671g
Organonitrogen	Biosynthesis	CAGL0K00803g
Organonitrogen	Biosynthesis	CAGL0K00825g
Organonitrogen	Biosynthesis	CAGL0K00913g
Organonitrogen	Biosynthesis	CAGL0K00979g
Organonitrogen	Biosynthesis	CAGL0K01045g
Organonitrogen	Biosynthesis	CAGL0K01375g
Organonitrogen	Biosynthesis	CAGL0K01397g
Organonitrogen	Biosynthesis	CAGL0K01419g
Organonitrogen	Biosynthesis	CAGL0K01705g
Organonitrogen	Biosynthesis	CAGL0K02123g
Organonitrogen	Biosynthesis	CAGL0K02409g
Organonitrogen	Biosynthesis	CAGL0K02717g
Organonitrogen	Biosynthesis	CAGL0K02739g
Organonitrogen	Biosynthesis	CAGL0K03135g
Organonitrogen	Biosynthesis	CAGL0K03201g
Organonitrogen	Biosynthesis	CAGL0K03355g
Organonitrogen	Biosynthesis	CAGL0K03465g
Organonitrogen	Biosynthesis	CAGL0K03553g
Organonitrogen	Biosynthesis	CAGL0K04103g
Organonitrogen	Biosynthesis	CAGL0K04345g
Organonitrogen	Biosynthesis	CAGL0K04499g
Organonitrogen	Biosynthesis	CAGL0K04587g
Organonitrogen	Biosynthesis	CAGL0K04741g
Organonitrogen	Biosynthesis	CAGL0K05005g
Organonitrogen	Biosynthesis	CAGL0K05027g
Organonitrogen	Biosynthesis	CAGL0K05313g
Organonitrogen	Biosynthesis	CAGL0K05357g
Organonitrogen	Biosynthesis	CAGL0K05467g
Organonitrogen	Biosynthesis	CAGL0K06033g
Organonitrogen	Biosynthesis	CAGL0K06061g
Organonitrogen	Biosynthesis	CAGL0K06149g
Organonitrogen	Biosynthesis	CAGL0K06281g
Organonitrogen	Biosynthesis	CAGL0K06347g
Organonitrogen	Biosynthesis	CAGL0K06567g
Organonitrogen	Biosynthesis	CAGL0K06677g
Organonitrogen	Biosynthesis	CAGL0K06765g
Organonitrogen	Biosynthesis	CAGL0K06831g
Organonitrogen	Biosynthesis	CAGL0K07414g
Organonitrogen	Biosynthesis	CAGL0K07656g
Organonitrogen	Biosynthesis	CAGL0K07700g
Organonitrogen	Biosynthesis	CAGL0K07788g
Organonitrogen	Biosynthesis	CAGL0K07832g
Organonitrogen	Biosynthesis	CAGL0K08272g
Organonitrogen	Biosynthesis	CAGL0K08382g
Organonitrogen	Biosynthesis	CAGL0K08558g
Organonitrogen	Biosynthesis	CAGL0K08800g
Organonitrogen	Biosynthesis	CAGL0K08844g
Organonitrogen	Biosynthesis	CAGL0K08888g
Organonitrogen	Biosynthesis	CAGL0K09328g
Organonitrogen	Biosynthesis	CAGL0K09548g
Organonitrogen	Biosynthesis	CAGL0K09570g
Organonitrogen	Biosynthesis	CAGL0K09966g
Organonitrogen	Biosynthesis	CAGL0K10340g
Organonitrogen	Biosynthesis	CAGL0K10362g
Organonitrogen	Biosynthesis	CAGL0K10780g
Organonitrogen	Biosynthesis	CAGL0K10906g
Organonitrogen	Biosynthesis	CAGL0K10912g
Organonitrogen	Biosynthesis	CAGL0K10978g
Organonitrogen	Biosynthesis	CAGL0K11022g
Organonitrogen	Biosynthesis	CAGL0K11044g
Organonitrogen	Biosynthesis	CAGL0K11209g
Organonitrogen	Biosynthesis	CAGL0K11231g
Organonitrogen	Biosynthesis	CAGL0K11297g
Organonitrogen	Biosynthesis	CAGL0K11418g
Organonitrogen	Biosynthesis	CAGL0K11726g
Organonitrogen	Biosynthesis	CAGL0K11748g
Organonitrogen	Biosynthesis	CAGL0K12012g
Organonitrogen	Biosynthesis	CAGL0K12056g
Organonitrogen	Biosynthesis	CAGL0K12100g
Organonitrogen	Biosynthesis	CAGL0K12232g
Organonitrogen	Biosynthesis	CAGL0K12342g
Organonitrogen	Biosynthesis	CAGL0K12518g
Organonitrogen	Biosynthesis	CAGL0K12826g
Organonitrogen	Biosynthesis	CAGL0L00451g
Organonitrogen	Biosynthesis	CAGL0L00649g
Organonitrogen	Biosynthesis	CAGL0L00693g
Organonitrogen	Biosynthesis	CAGL0L00759g
Organonitrogen	Biosynthesis	CAGL0L01089g
Organonitrogen	Biosynthesis	CAGL0L01243g
Organonitrogen	Biosynthesis	CAGL0L01265g
Organonitrogen	Biosynthesis	CAGL0L01287g
Organonitrogen	Biosynthesis	CAGL0L01331g
Organonitrogen	Biosynthesis	CAGL0L01353g
Organonitrogen	Biosynthesis	CAGL0L01419g
Organonitrogen	Biosynthesis	CAGL0L01925g
Organonitrogen	Biosynthesis	CAGL0L02365g
Organonitrogen	Biosynthesis	CAGL0L02497g
Organonitrogen	Biosynthesis	CAGL0L02805g
Organonitrogen	Biosynthesis	CAGL0L02915g
Organonitrogen	Biosynthesis	CAGL0L02937g
Organonitrogen	Biosynthesis	CAGL0L03003g
Organonitrogen	Biosynthesis	CAGL0L03432g
Organonitrogen	Biosynthesis	CAGL0L03542g
Organonitrogen	Biosynthesis	CAGL0L03564g
Organonitrogen	Biosynthesis	CAGL0L03608g
Organonitrogen	Biosynthesis	CAGL0L03630g
Organonitrogen	Biosynthesis	CAGL0L03740g
Organonitrogen	Biosynthesis	CAGL0L04070g
Organonitrogen	Biosynthesis	CAGL0L04202g
Organonitrogen	Biosynthesis	CAGL0L04224g
Organonitrogen	Biosynthesis	CAGL0L04268g
Organonitrogen	Biosynthesis	CAGL0L04510g
Organonitrogen	Biosynthesis	CAGL0L04532g
Organonitrogen	Biosynthesis	CAGL0L04664g
Organonitrogen	Biosynthesis	CAGL0L04840g
Organonitrogen	Biosynthesis	CAGL0L05148g
Organonitrogen	Biosynthesis	CAGL0L05302g
Organonitrogen	Biosynthesis	CAGL0L05676g
Organonitrogen	Biosynthesis	CAGL0L05698g
Organonitrogen	Biosynthesis	CAGL0L06094g
Organonitrogen	Biosynthesis	CAGL0L06270g
Organonitrogen	Biosynthesis	CAGL0L06556g
Organonitrogen	Biosynthesis	CAGL0L06732g
Organonitrogen	Biosynthesis	CAGL0L06754g
Organonitrogen	Biosynthesis	CAGL0L06886g
Organonitrogen	Biosynthesis	CAGL0L06952g
Organonitrogen	Biosynthesis	CAGL0L07172g
Organonitrogen	Biosynthesis	CAGL0L07216g
Organonitrogen	Biosynthesis	CAGL0L07436g
Organonitrogen	Biosynthesis	CAGL0L07722g
Organonitrogen	Biosynthesis	CAGL0L07854g
Organonitrogen	Biosynthesis	CAGL0L08030g
Organonitrogen	Biosynthesis	CAGL0L08096g
Organonitrogen	Biosynthesis	CAGL0L08110g
Organonitrogen	Biosynthesis	CAGL0L08114g
Organonitrogen	Biosynthesis	CAGL0L08118g
Organonitrogen	Biosynthesis	CAGL0L08184g
Organonitrogen	Biosynthesis	CAGL0L08734g
Organonitrogen	Biosynthesis	CAGL0L08822g
Organonitrogen	Biosynthesis	CAGL0L08910g
Organonitrogen	Biosynthesis	CAGL0L09713g
Organonitrogen	Biosynthesis	CAGL0L09867g
Organonitrogen	Biosynthesis	CAGL0L10021g
Organonitrogen	Biosynthesis	CAGL0L10043g
Organonitrogen	Biosynthesis	CAGL0L10164g
Organonitrogen	Biosynthesis	CAGL0L10450g
Organonitrogen	Biosynthesis	CAGL0L10538g
Organonitrogen	Biosynthesis	CAGL0L10560g
Organonitrogen	Biosynthesis	CAGL0L10670g
Organonitrogen	Biosynthesis	CAGL0L10758g
Organonitrogen	Biosynthesis	CAGL0L10824g
Organonitrogen	Biosynthesis	CAGL0L10978g
Organonitrogen	Biosynthesis	CAGL0L11000g
Organonitrogen	Biosynthesis	CAGL0L11462g
Organonitrogen	Biosynthesis	CAGL0L12056g
Organonitrogen	Biosynthesis	CAGL0L12078g
Organonitrogen	Biosynthesis	CAGL0L12232g
Organonitrogen	Biosynthesis	CAGL0L12254g
Organonitrogen	Biosynthesis	CAGL0L12606g
Organonitrogen	Biosynthesis	CAGL0L12760g
Organonitrogen	Biosynthesis	CAGL0L12804g
Organonitrogen	Biosynthesis	CAGL0L13068g
Organonitrogen	Biosynthesis	CAGL0M00176g
Organonitrogen	Biosynthesis	CAGL0M00220g
Organonitrogen	Biosynthesis	CAGL0M00242g
Organonitrogen	Biosynthesis	CAGL0M00330g
Organonitrogen	Biosynthesis	CAGL0M00374g
Organonitrogen	Biosynthesis	CAGL0M00484g
Organonitrogen	Biosynthesis	CAGL0M00814g
Organonitrogen	Biosynthesis	CAGL0M00858g
Organonitrogen	Biosynthesis	CAGL0M01100g
Organonitrogen	Biosynthesis	CAGL0M01166g
Organonitrogen	Biosynthesis	CAGL0M01232g
Organonitrogen	Biosynthesis	CAGL0M01298g
Organonitrogen	Biosynthesis	CAGL0M01694g
Organonitrogen	Biosynthesis	CAGL0M01804g
Organonitrogen	Biosynthesis	CAGL0M02343g
Organonitrogen	Biosynthesis	CAGL0M02497g
Organonitrogen	Biosynthesis	CAGL0M02695g
Organonitrogen	Biosynthesis	CAGL0M02849g
Organonitrogen	Biosynthesis	CAGL0M02871g
Organonitrogen	Biosynthesis	CAGL0M02981g
Organonitrogen	Biosynthesis	CAGL0M03069g
Organonitrogen	Biosynthesis	CAGL0M03861g
Organonitrogen	Biosynthesis	CAGL0M03883g
Organonitrogen	Biosynthesis	CAGL0M04059g
Organonitrogen	Biosynthesis	CAGL0M04367g
Organonitrogen	Biosynthesis	CAGL0M04455g
Organonitrogen	Biosynthesis	CAGL0M04499g
Organonitrogen	Biosynthesis	CAGL0M04609g
Organonitrogen	Biosynthesis	CAGL0M05027g
Organonitrogen	Biosynthesis	CAGL0M05489g
Organonitrogen	Biosynthesis	CAGL0M05621g
Organonitrogen	Biosynthesis	CAGL0M05841g
Organonitrogen	Biosynthesis	CAGL0M06017g
Organonitrogen	Biosynthesis	CAGL0M06215g
Organonitrogen	Biosynthesis	CAGL0M06303g
Organonitrogen	Biosynthesis	CAGL0M06347g
Organonitrogen	Biosynthesis	CAGL0M06501g
Organonitrogen	Biosynthesis	CAGL0M06523g
Organonitrogen	Biosynthesis	CAGL0M06721g
Organonitrogen	Biosynthesis	CAGL0M06787g
Organonitrogen	Biosynthesis	CAGL0M06809g
Organonitrogen	Biosynthesis	CAGL0M06831g
Organonitrogen	Biosynthesis	CAGL0M07029g
Organonitrogen	Biosynthesis	CAGL0M07073g
Organonitrogen	Biosynthesis	CAGL0M07315g
Organonitrogen	Biosynthesis	CAGL0M07381g
Organonitrogen	Biosynthesis	CAGL0M07612g
Organonitrogen	Biosynthesis	CAGL0M07722g
Organonitrogen	Biosynthesis	CAGL0M07876g
Organonitrogen	Biosynthesis	CAGL0M08118g
Organonitrogen	Biosynthesis	CAGL0M08338g
Organonitrogen	Biosynthesis	CAGL0M08382g
Organonitrogen	Biosynthesis	CAGL0M08448g
Organonitrogen	Biosynthesis	CAGL0M08624g
Organonitrogen	Biosynthesis	CAGL0M08712g
Organonitrogen	Biosynthesis	CAGL0M09471g
Organonitrogen	Biosynthesis	CAGL0M09581g
Organonitrogen	Biosynthesis	CAGL0M09603g
Organonitrogen	Biosynthesis	CAGL0M10219g
Organonitrogen	Biosynthesis	CAGL0M10241g
Organonitrogen	Biosynthesis	CAGL0M10307g
Organonitrogen	Biosynthesis	CAGL0M10329g
Organonitrogen	Biosynthesis	CAGL0M10725g
Organonitrogen	Biosynthesis	CAGL0M10769g
Organonitrogen	Biosynthesis	CAGL0M10934g
Organonitrogen	Biosynthesis	CAGL0M11484g
Organonitrogen	Biosynthesis	CAGL0M11880g
Organonitrogen	Biosynthesis	CAGL0M12034g
Organonitrogen	Biosynthesis	CAGL0M12122g
Organonitrogen	Biosynthesis	CAGL0M12144g
Organonitrogen	Biosynthesis	CAGL0M12320g
Organonitrogen	Biosynthesis	CAGL0M12386g
Organonitrogen	Biosynthesis	CAGL0M12408g
Organonitrogen	Biosynthesis	CAGL0M12727g
Organonitrogen	Biosynthesis	CAGL0M12837g
Organonitrogen	Biosynthesis	CAGL0M12881g
Organonitrogen	Biosynthesis	CAGL0M12991g
Organonitrogen	Biosynthesis	CAGL0M13277g
Organonitrogen	Biosynthesis	CAGL0M13321g
Organonitrogen	Biosynthesis	CAGL0M13343g
Organonitrogen	Biosynthesis	CAGL0M13453g
Organonitrogen	Biosynthesis	CAGL0M13497g
Organonitrogen	Biosynthesis	CAGL0M13585g
Organonitrogen	Biosynthesis	CAGL0M13651g
Organonitrogen	Biosynthesis	CAGL0M13673g
Organonitrogen	Biosynthesis	CAGL0M13717g
Organonitrogen	Biosynthesis	CAGL0M13893g
Organonitrogen	Biosynthesis	CaglfMp02
Organonitrogen	Biosynthesis	CaglfMp08
Organonitrogen	Biosynthesis	CaglfMp09
Organonitrogen	Biosynthesis	CaglfMp10
Organonitrogen	Catabolism	CAGL0A00319g
Organonitrogen	Catabolism	CAGL0A00341g
Organonitrogen	Catabolism	CAGL0A00407g
Organonitrogen	Catabolism	CAGL0A00561g
Organonitrogen	Catabolism	CAGL0A02629g
Organonitrogen	Catabolism	CAGL0A02728g
Organonitrogen	Catabolism	CAGL0A02750g
Organonitrogen	Catabolism	CAGL0A02904g
Organonitrogen	Catabolism	CAGL0A03102g
Organonitrogen	Catabolism	CAGL0A03344g
Organonitrogen	Catabolism	CAGL0A03905g
Organonitrogen	Catabolism	CAGL0A04345g
Organonitrogen	Catabolism	CAGL0A04477g
Organonitrogen	Catabolism	CAGL0A04719g
Organonitrogen	Catabolism	CAGL0A04807g
Organonitrogen	Catabolism	CAGL0B00286g
Organonitrogen	Catabolism	CAGL0B00506g
Organonitrogen	Catabolism	CAGL0B00550g
Organonitrogen	Catabolism	CAGL0B00638g
Organonitrogen	Catabolism	CAGL0B00682g
Organonitrogen	Catabolism	CAGL0B00704g
Organonitrogen	Catabolism	CAGL0B00748g
Organonitrogen	Catabolism	CAGL0B01859g
Organonitrogen	Catabolism	CAGL0B02695g
Organonitrogen	Catabolism	CAGL0B03289g
Organonitrogen	Catabolism	CAGL0B03311g
Organonitrogen	Catabolism	CAGL0B03619g
Organonitrogen	Catabolism	CAGL0C00319g
Organonitrogen	Catabolism	CAGL0C00517g
Organonitrogen	Catabolism	CAGL0C01155g
Organonitrogen	Catabolism	CAGL0C01903g
Organonitrogen	Catabolism	CAGL0C02035g
Organonitrogen	Catabolism	CAGL0C02189g
Organonitrogen	Catabolism	CAGL0C04191g
Organonitrogen	Catabolism	CAGL0C04609g
Organonitrogen	Catabolism	CAGL0C04719g
Organonitrogen	Catabolism	CAGL0C05071g
Organonitrogen	Catabolism	CAGL0C05555g
Organonitrogen	Catabolism	CAGL0D00242g
Organonitrogen	Catabolism	CAGL0D01936g
Organonitrogen	Catabolism	CAGL0D02904g
Organonitrogen	Catabolism	CAGL0D03058g
Organonitrogen	Catabolism	CAGL0D03344g
Organonitrogen	Catabolism	CAGL0D03982g
Organonitrogen	Catabolism	CAGL0D04026g
Organonitrogen	Catabolism	CAGL0D04246g
Organonitrogen	Catabolism	CAGL0D04356g
Organonitrogen	Catabolism	CAGL0D04796g
Organonitrogen	Catabolism	CAGL0D06006g
Organonitrogen	Catabolism	CAGL0D06292g
Organonitrogen	Catabolism	CAGL0E01067g
Organonitrogen	Catabolism	CAGL0E01441g
Organonitrogen	Catabolism	CAGL0E01567g
Organonitrogen	Catabolism	CAGL0E02299g
Organonitrogen	Catabolism	CAGL0E02321g
Organonitrogen	Catabolism	CAGL0E04114g
Organonitrogen	Catabolism	CAGL0E04598g
Organonitrogen	Catabolism	CAGL0E04686g
Organonitrogen	Catabolism	CAGL0E04752g
Organonitrogen	Catabolism	CAGL0E06226g
Organonitrogen	Catabolism	CAGL0E06490g
Organonitrogen	Catabolism	CAGL0F01199g
Organonitrogen	Catabolism	CAGL0F01771g
Organonitrogen	Catabolism	CAGL0F02585g
Organonitrogen	Catabolism	CAGL0F02827g
Organonitrogen	Catabolism	CAGL0F03025g
Organonitrogen	Catabolism	CAGL0F03135g
Organonitrogen	Catabolism	CAGL0F03157g
Organonitrogen	Catabolism	CAGL0F03575g
Organonitrogen	Catabolism	CAGL0F03729g
Organonitrogen	Catabolism	CAGL0F04477g
Organonitrogen	Catabolism	CAGL0F06633g
Organonitrogen	Catabolism	CAGL0F06787g
Organonitrogen	Catabolism	CAGL0F07337g
Organonitrogen	Catabolism	CAGL0F07777g
Organonitrogen	Catabolism	CAGL0F07799g
Organonitrogen	Catabolism	CAGL0F07821g
Organonitrogen	Catabolism	CAGL0F08635g
Organonitrogen	Catabolism	CAGL0F09053g
Organonitrogen	Catabolism	CAGL0F09207g
Organonitrogen	Catabolism	CAGL0G00814g
Organonitrogen	Catabolism	CAGL0G01254g
Organonitrogen	Catabolism	CAGL0G01430g
Organonitrogen	Catabolism	CAGL0G01804g
Organonitrogen	Catabolism	CAGL0G02321g
Organonitrogen	Catabolism	CAGL0G02563g
Organonitrogen	Catabolism	CAGL0G02651g
Organonitrogen	Catabolism	CAGL0G02937g
Organonitrogen	Catabolism	CAGL0G03179g
Organonitrogen	Catabolism	CAGL0G03795g
Organonitrogen	Catabolism	CAGL0G04147g
Organonitrogen	Catabolism	CAGL0G04939g
Organonitrogen	Catabolism	CAGL0G05247g
Organonitrogen	Catabolism	CAGL0G05610g
Organonitrogen	Catabolism	CAGL0G05698g
Organonitrogen	Catabolism	CAGL0G06028g
Organonitrogen	Catabolism	CAGL0G07293g
Organonitrogen	Catabolism	CAGL0G07623g
Organonitrogen	Catabolism	CAGL0G08228g
